"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"group_745","","hypothetical protein","6","6","1","1","1444","","","","1949","2051","2034","GCF_002310475.1_01278","GCF_010669245.1_01515","GCF_012219705.1_00292","GCF_012219925.1_00455","GCF_012220065.1_00237","GCF_012220405.1_00237"
"gadC","","putative glutamate/gamma-aminobutyrate antiporter","6","6","1","1","1430","","","","1211","1367","1341","GCF_002310475.1_01290","GCF_010669245.1_01501","GCF_012219705.1_00302","GCF_012219925.1_00478","GCF_012220065.1_00249","GCF_012220405.1_00249"
"hisS","","Histidine--tRNA ligase","6","6","1","1","1420","","","","1286","1286","1286","GCF_002310475.1_01300","GCF_010669245.1_01491","GCF_012219705.1_00312","GCF_012219925.1_00488","GCF_012220065.1_00259","GCF_012220405.1_00259"
"group_748","","hypothetical protein","6","6","1","1","1419","","","","230","230","230","GCF_002310475.1_01301","GCF_010669245.1_01490","GCF_012219705.1_00313","GCF_012219925.1_00489","GCF_012220065.1_00260","GCF_012220405.1_00260"
"group_749","","hypothetical protein","6","6","1","1","1418","","","","242","242","242","GCF_002310475.1_01302","GCF_010669245.1_01489","GCF_012219705.1_00314","GCF_012219925.1_00490","GCF_012220065.1_00261","GCF_012220405.1_00261"
"mutM","","Formamidopyrimidine-DNA glycosylase","6","6","1","1","1410","","","","533","833","783","GCF_002310475.1_01310","GCF_010669245.1_01481","GCF_012219705.1_00322","GCF_012219925.1_00499","GCF_012220065.1_00269","GCF_012220405.1_00269"
"lacC_1","","Tagatose-6-phosphate kinase","6","6","1","1","1391","","","","911","911","911","GCF_002310475.1_01329","GCF_010669245.1_01462","GCF_012219705.1_00341","GCF_012219925.1_00525","GCF_012220065.1_00288","GCF_012220405.1_00288"
"group_752","","hypothetical protein","6","6","1","1","3360","","","","605","605","605","GCF_002310475.1_01349","GCF_010669245.1_01441","GCF_012219705.1_00362","GCF_012219925.1_00545","GCF_012220065.1_00309","GCF_012220405.1_00308"
"bdhA","","NADH-dependent butanol dehydrogenase A","6","6","1","1","3397","","","","890","1190","1140","GCF_002310475.1_01357","GCF_010669245.1_01424","GCF_012219705.1_00372","GCF_012219925.1_00559","GCF_012220065.1_00344","GCF_012220405.1_00322"
"group_754","","hypothetical protein","6","6","1","1","3401","","","","758","758","758","GCF_002310475.1_01361","GCF_010669245.1_01420","GCF_012219705.1_00376","GCF_012219925.1_00563","GCF_012220065.1_00348","GCF_012220405.1_00326"
"group_757","","hypothetical protein","6","6","1","1","686","","","","647","662","649","GCF_002310475.1_01390","GCF_010669245.1_01392","GCF_012219705.1_00405","GCF_012219925.1_00594","GCF_012220065.1_00379","GCF_012220405.1_00356"
"group_758","","hypothetical protein","6","6","1","1","724","","","","326","326","326","GCF_002310475.1_01399","GCF_010669245.1_01382","GCF_012219705.1_00473","GCF_012219925.1_00604","GCF_012220065.1_00388","GCF_012220405.1_00365"
"cutC_1","","Copper homeostasis protein CutC","6","6","1","1","731","","","","632","632","632","GCF_002310475.1_01406","GCF_010669245.1_01375","GCF_012219705.1_00480","GCF_012219925.1_00611","GCF_012220065.1_00395","GCF_012220405.1_00372"
"group_760","","hypothetical protein","6","6","1","1","732","","","","782","854","818","GCF_002310475.1_01407","GCF_010669245.1_01374","GCF_012219705.1_00481","GCF_012219925.1_00612","GCF_012220065.1_00396","GCF_012220405.1_00373"
"group_761","","hypothetical protein","6","6","1","1","765","","","","1175","1490","1437","GCF_002310475.1_01411","GCF_010669245.1_01370","GCF_012219705.1_00485","GCF_012219925.1_00616","GCF_012220065.1_00400","GCF_012220405.1_00381"
"rlhA","","hypothetical protein","6","6","1","1","754","","","","956","956","956","GCF_002310475.1_01421","GCF_010669245.1_01356","GCF_012219705.1_00495","GCF_012219925.1_00629","GCF_012220065.1_00410","GCF_012220405.1_00393"
"group_763","","hypothetical protein","6","6","1","1","752","","","","419","524","506","GCF_002310475.1_01423","GCF_010669245.1_01354","GCF_012219705.1_00497","GCF_012219925.1_00631","GCF_012220065.1_00412","GCF_012220405.1_00395"
"ybbH_1","","putative HTH-type transcriptional regulator YbbH","6","6","1","1","3181","","","","626","740","721","GCF_002310475.1_01445","GCF_010669245.1_01332","GCF_012219705.1_00519","GCF_012219925.1_00654","GCF_012220065.1_00435","GCF_012220405.1_00417"
"pepO","","Neutral endopeptidase","6","6","1","1","3217","","","","1883","1883","1883","GCF_002310475.1_01475","GCF_010669245.1_01300","GCF_012219705.1_00548","GCF_012219925.1_00686","GCF_012220065.1_00465","GCF_012220405.1_00447"
"group_766","","hypothetical protein","6","6","1","1","3223","","","","1406","1469","1456","GCF_002310475.1_01479","GCF_010669245.1_01297","GCF_012219705.1_00551","GCF_012219925.1_00691","GCF_012220065.1_00468","GCF_012220405.1_00450"
"mngR","","Mannosyl-D-glycerate transport/metabolism system repressor MngR","6","6","1","1","3227","","","","725","752","729","GCF_002310475.1_01482","GCF_010669245.1_01294","GCF_012219705.1_00554","GCF_012219925.1_00696","GCF_012220065.1_00471","GCF_012220405.1_00454"
"ypdF","","Aminopeptidase YpdF","6","6","1","1","3159","","","","1109","1109","1109","GCF_002310475.1_01503","GCF_010669245.1_01281","GCF_012219705.1_00566","GCF_012219925.1_00707","GCF_012220065.1_00483","GCF_012220405.1_00467"
"glgP","","Glycogen phosphorylase","6","6","1","1","2112","","","","2168","2390","2353","GCF_002310475.1_01515","GCF_010669245.1_01269","GCF_012219705.1_00578","GCF_012219925.1_00722","GCF_012220065.1_00495","GCF_012220405.1_00479"
"group_778","","hypothetical protein","6","6","1","1","1898","","","","437","725","677","GCF_002310475.1_01593","GCF_010669245.1_01194","GCF_012219705.1_00606","GCF_012219925.1_00752","GCF_012220065.1_00581","GCF_012220405.1_00510"
"xpt","","Xanthine phosphoribosyltransferase","6","6","1","1","1899","","","","599","797","632","GCF_002310475.1_01596","GCF_010669245.1_01191","GCF_012219705.1_00610","GCF_012219925.1_00755","GCF_012220065.1_00584","GCF_012220405.1_00513"
"mntA","","Manganese-binding lipoprotein MntA","6","6","1","1","3001","","","","938","938","938","GCF_002310475.1_01647","GCF_010669245.1_01112","GCF_012219705.1_00661","GCF_012219925.1_00813","GCF_012220065.1_00635","GCF_012220405.1_00566"
"group_781","","putative metallo-hydrolase","6","6","1","1","3004","","","","638","638","638","GCF_002310475.1_01650","GCF_010669245.1_00151","GCF_012219705.1_00664","GCF_012219925.1_00815","GCF_012220065.1_00638","GCF_012220405.1_00569"
"group_782","","hypothetical protein","6","6","1","1","3006","","","","407","422","409","GCF_002310475.1_01652","GCF_010669245.1_00153","GCF_012219705.1_00666","GCF_012219925.1_00817","GCF_012220065.1_00640","GCF_012220405.1_00571"
"group_783","","hypothetical protein","6","6","1","1","3010","","","","896","896","896","GCF_002310475.1_01656","GCF_010669245.1_00157","GCF_012219705.1_00670","GCF_012219925.1_00821","GCF_012220065.1_00644","GCF_012220405.1_00575"
"group_784","","hypothetical protein","6","6","1","1","3013","","","","572","656","614","GCF_002310475.1_01661","GCF_010669245.1_00161","GCF_012219705.1_00673","GCF_012219925.1_00824","GCF_012220065.1_00647","GCF_012220405.1_00578"
"dacA_2","","Diadenylate cyclase","6","6","1","1","3024","","","","731","887","809","GCF_002310475.1_01670","GCF_010669245.1_00172","GCF_012219705.1_00682","GCF_012219925.1_00836","GCF_012220065.1_00656","GCF_012220405.1_00587"
"arcB","","Ornithine carbamoyltransferase, catabolic","6","6","1","1","3040","","","","1001","1001","1001","GCF_002310475.1_01687","GCF_010669245.1_00190","GCF_012219705.1_00698","GCF_012219925.1_00855","GCF_012220065.1_00672","GCF_012220405.1_00603"
"group_787","ppaX_2","Phosphorylated carbohydrates phosphatase","6","6","1","1","3044","","","","476","641","613","GCF_002310475.1_01690","GCF_010669245.1_00193","GCF_012219705.1_00701","GCF_012219925.1_00858","GCF_012220065.1_00675","GCF_012220405.1_00607"
"group_788","","hypothetical protein","6","6","1","1","3061","","","","407","407","407","GCF_002310475.1_01705","GCF_010669245.1_00209","GCF_012219705.1_00716","GCF_012219925.1_00873","GCF_012220065.1_00690","GCF_012220405.1_00622"
"dagK","","Diacylglycerol kinase","6","6","1","1","3072","","","","1001","1007","1005","GCF_002310475.1_01716","GCF_010669245.1_00220","GCF_012219705.1_00727","GCF_012219925.1_00884","GCF_012220065.1_00701","GCF_012220405.1_00633"
"artP","","Arginine-binding extracellular protein ArtP","6","6","1","1","3085","","","","818","818","818","GCF_002310475.1_01748","GCF_010669245.1_00254","GCF_012219705.1_00758","GCF_012219925.1_00918","GCF_012220065.1_00732","GCF_012220405.1_00664"
"spxA_2","","Regulatory protein Spx","6","6","1","1","3088","","","","356","359","356","GCF_002310475.1_01751","GCF_010669245.1_00257","GCF_012219705.1_00761","GCF_012219925.1_00934","GCF_012220065.1_00735","GCF_012220405.1_00667"
"group_794","","hypothetical protein","6","6","1","1","3116","","","","1874","1973","1956","GCF_002310475.1_01776","GCF_010669245.1_00286","GCF_012219705.1_00786","GCF_012219925.1_00957","GCF_012220065.1_00760","GCF_012220405.1_00692"
"gph","","Phosphoglycolate phosphatase","6","6","1","1","3125","","","","599","599","599","GCF_002310475.1_01785","GCF_010669245.1_00295","GCF_012219705.1_00795","GCF_012219925.1_00966","GCF_012220065.1_00769","GCF_012220405.1_00701"
"tsaE","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","6","6","1","1","3142","","","","422","473","464","GCF_002310475.1_01801","GCF_010669245.1_00310","GCF_012219705.1_00811","GCF_012219925.1_00984","GCF_012220065.1_00786","GCF_012220405.1_00717"
"group_798","","hypothetical protein","6","6","1","1","3146","","","","467","482","479","GCF_002310475.1_01806","GCF_010669245.1_00315","GCF_012219705.1_00816","GCF_012219925.1_00989","GCF_012220065.1_00791","GCF_012220405.1_00722"
"tadA","","tRNA-specific adenosine deaminase","6","6","1","1","2849","","","","434","470","446","GCF_002310475.1_01810","GCF_010669245.1_00319","GCF_012219705.1_00820","GCF_012219925.1_00994","GCF_012220065.1_00795","GCF_012220405.1_00726"
"inlJ","","hypothetical protein","6","6","1","1","432","","","","515","3761","2600","GCF_002310475.1_01183","GCF_010669245.1_01614","GCF_012219705.1_00208","GCF_012219925.1_02420","GCF_012220065.1_00150","GCF_012220405.1_00148"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase","6","6","1","1","2846","","","","503","548","510","GCF_002310475.1_01813","GCF_010669245.1_00322","GCF_012219705.1_00822","GCF_012219925.1_00996","GCF_012220065.1_00798","GCF_012220405.1_00728"
"group_801","","hypothetical protein","6","6","1","1","2845","","","","449","449","449","GCF_002310475.1_01814","GCF_010669245.1_00323","GCF_012219705.1_00823","GCF_012219925.1_00997","GCF_012220065.1_00799","GCF_012220405.1_00729"
"group_802","","hypothetical protein","6","6","1","1","2838","","","","494","494","494","GCF_002310475.1_01821","GCF_010669245.1_00330","GCF_012219705.1_00830","GCF_012219925.1_01004","GCF_012220065.1_00823","GCF_012220405.1_00736"
"group_803","","hypothetical protein","6","6","1","1","2837","","","","722","722","722","GCF_002310475.1_01822","GCF_010669245.1_00331","GCF_012219705.1_00831","GCF_012219925.1_01005","GCF_012220065.1_00824","GCF_012220405.1_00737"
"group_805","","Potassium channel","6","6","1","1","2827","","","","413","575","548","GCF_002310475.1_01831","GCF_010669245.1_00340","GCF_012219705.1_00840","GCF_012219925.1_01015","GCF_012220065.1_00833","GCF_012220405.1_00745"
"tagU_2","","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","6","6","1","1","2822","","","","1253","1283","1278","GCF_002310475.1_01836","GCF_010669245.1_00345","GCF_012219705.1_00845","GCF_012219925.1_01020","GCF_012220065.1_00838","GCF_012220405.1_00750"
"cshC","","DEAD-box ATP-dependent RNA helicase CshC","6","6","1","1","2803","","","","1094","1094","1094","GCF_002310475.1_01855","GCF_010669245.1_00362","GCF_012219705.1_00967","GCF_012219925.1_01566","GCF_012220065.1_00857","GCF_012220405.1_00871"
"iolU_1","","scyllo-inositol 2-dehydrogenase (NADP(+)) IolU","6","6","1","1","2770","","","","995","995","995","GCF_002310475.1_01856","GCF_010669245.1_00363","GCF_012219705.1_00968","GCF_012219925.1_01565","GCF_012220065.1_00858","GCF_012220405.1_00872"
"ycsE","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE","6","6","1","1","2764","","","","758","788","763","GCF_002310475.1_01861","GCF_010669245.1_00369","GCF_012219705.1_00973","GCF_012219925.1_01560","GCF_012220065.1_00863","GCF_012220405.1_00877"
"ftsK","","DNA translocase FtsK","6","6","1","1","2763","","","","2357","2423","2412","GCF_002310475.1_01862","GCF_010669245.1_00370","GCF_012219705.1_00974","GCF_012219925.1_01559","GCF_012220065.1_00864","GCF_012220405.1_00878"
"glyS","","Glycine--tRNA ligase beta subunit","6","6","1","1","2759","","","","2030","2030","2030","GCF_002310475.1_01866","GCF_010669245.1_00374","GCF_012219705.1_00978","GCF_012219925.1_01555","GCF_012220065.1_00868","GCF_012220405.1_00882"
"xylB","","Xylulose kinase","6","6","1","1","2756","","","","1496","1496","1496","GCF_002310475.1_01869","GCF_010669245.1_00377","GCF_012219705.1_00981","GCF_012219925.1_01552","GCF_012220065.1_00871","GCF_012220405.1_00885"
"mapZ","","Mid-cell-anchored protein Z","6","6","1","1","1999","","","","1706","1706","1706","GCF_002310475.1_01886","GCF_010669245.1_00394","GCF_012219705.1_00998","GCF_012219925.1_01535","GCF_012220065.1_00888","GCF_012220405.1_00902"
"yclN","","Petrobactin import system permease protein YclN","6","6","1","1","2005","","","","956","1004","972","GCF_002310475.1_01892","GCF_010669245.1_00400","GCF_012219705.1_01004","GCF_012219925.1_01529","GCF_012220065.1_00894","GCF_012220405.1_00909"
"pyrC","","Dihydroorotase","6","6","1","1","2026","","","","1265","1265","1265","GCF_002310475.1_01899","GCF_010669245.1_00407","GCF_012219705.1_01011","GCF_012219925.1_01521","GCF_012220065.1_00901","GCF_012220405.1_00919"
"group_817","","hypothetical protein","6","6","1","1","2012","","","","710","710","710","GCF_002310475.1_01906","GCF_010669245.1_00414","GCF_012219705.1_01018","GCF_012219925.1_01512","GCF_012220065.1_00908","GCF_012220405.1_00926"
"group_818","","hypothetical protein","6","6","1","1","2017","","","","221","320","303","GCF_002310475.1_01912","GCF_010669245.1_00418","GCF_012219705.1_01022","GCF_012219925.1_01508","GCF_012220065.1_00912","GCF_012220405.1_00931"
"group_819","","hypothetical protein","6","6","1","1","2014","","","","1319","1349","1329","GCF_002310475.1_01915","GCF_010669245.1_00421","GCF_012219705.1_01025","GCF_012219925.1_01505","GCF_012220065.1_00915","GCF_012220405.1_00934"
"group_820","","hypothetical protein","6","6","1","1","2948","","","","377","377","377","GCF_002310475.1_01918","GCF_010669245.1_00424","GCF_012219705.1_01028","GCF_012219925.1_01502","GCF_012220065.1_00918","GCF_012220405.1_00937"
"aadK","","Aminoglycoside 6-adenylyltransferase","6","6","1","1","2954","","","","461","800","743","GCF_002310475.1_01923","GCF_010669245.1_00431","GCF_012219705.1_01033","GCF_012219925.1_01496","GCF_012220065.1_00923","GCF_012220405.1_00943"
"mupP","","N-acetylmuramic acid 6-phosphate phosphatase","6","6","1","1","2964","","","","590","611","607","GCF_002310475.1_01932","GCF_010669245.1_00441","GCF_012219705.1_01042","GCF_012219925.1_01487","GCF_012220065.1_00932","GCF_012220405.1_00953"
"group_823","","hypothetical protein","6","6","1","1","2972","","","","806","848","834","GCF_002310475.1_01940","GCF_010669245.1_00449","GCF_012219705.1_01050","GCF_012219925.1_01479","GCF_012220065.1_00940","GCF_012220405.1_00961"
"group_824","","hypothetical protein","6","6","1","1","2933","","","","1001","1001","1001","GCF_002310475.1_01949","GCF_010669245.1_00461","GCF_012219705.1_01060","GCF_012219925.1_01469","GCF_012220065.1_00949","GCF_012220405.1_00971"
"aroD","","3-dehydroquinate dehydratase","6","6","1","1","2924","","","","650","650","650","GCF_002310475.1_01957","GCF_010669245.1_00469","GCF_012219705.1_01068","GCF_012219925.1_01461","GCF_012220065.1_00957","GCF_012220405.1_00980"
"group_826","","hypothetical protein","6","6","1","1","2909","","","","347","641","592","GCF_002310475.1_01972","GCF_010669245.1_00483","GCF_012219705.1_01081","GCF_012219925.1_01447","GCF_012220065.1_00970","GCF_012220405.1_00996"
"group_827","","hypothetical protein","6","6","1","1","2905","","","","542","635","619","GCF_002310475.1_01975","GCF_010669245.1_00486","GCF_012219705.1_01084","GCF_012219925.1_01444","GCF_012220065.1_00973","GCF_012220405.1_01000"
"group_828","","hypothetical protein","6","6","1","1","4114","","","","1325","1406","1392","GCF_002310475.1_01989","GCF_010669245.1_00503","GCF_012219705.1_01098","GCF_012219925.1_01430","GCF_012220065.1_00987","GCF_012220405.1_01014"
"dhaL","","PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL","6","6","1","1","2531","","","","575","575","575","GCF_002310475.1_02009","GCF_010669245.1_00523","GCF_012219705.1_01118","GCF_012219925.1_01408","GCF_012220065.1_01007","GCF_012220405.1_01204"
"group_833","","hypothetical protein","6","6","1","1","2519","","","","329","416","401","GCF_002310475.1_02023","GCF_010669245.1_00535","GCF_012219705.1_01182","GCF_012219925.1_01349","GCF_012220065.1_01065","GCF_012220405.1_01190"
"aroK","","Shikimate kinase","6","6","1","1","2399","","","","482","482","482","GCF_002310475.1_02025","GCF_010669245.1_00537","GCF_012219705.1_01184","GCF_012219925.1_01351","GCF_012220065.1_01067","GCF_012220405.1_01188"
"dedA","","Protein DedA","6","6","1","1","2447","","","","422","638","602","GCF_002310475.1_02056","GCF_010669245.1_00564","GCF_012219705.1_01214","GCF_012219925.1_01384","GCF_012220065.1_01097","GCF_012220405.1_01159"
"group_840","","hypothetical protein","6","6","1","1","1535","","","","800","818","815","GCF_002310475.1_02068","GCF_010669245.1_00576","GCF_012219705.1_01226","GCF_012219925.1_01319","GCF_012220065.1_01179","GCF_012220405.1_01076"
"group_841","","hypothetical protein","6","6","1","1","1547","","","","1502","1676","1647","GCF_002310475.1_02079","GCF_010669245.1_00587","GCF_012219705.1_01237","GCF_012219925.1_01309","GCF_012220065.1_01188","GCF_012220405.1_01067"
"urdA_1","","Urocanate reductase","6","6","1","1","1560","","","","2117","2426","2374","GCF_002310475.1_02090","GCF_010669245.1_00599","GCF_012219705.1_01248","GCF_012219925.1_01298","GCF_012220065.1_01199","GCF_012220405.1_01053"
"group_844","","hypothetical protein","6","6","1","1","2555","","","","260","260","260","GCF_002310475.1_02104","GCF_010669245.1_00604","GCF_012219705.1_01263","GCF_012219925.1_01282","GCF_012220065.1_01213","GCF_012220405.1_01038"
"rarD","","Protein RarD","6","6","1","1","2546","","","","887","920","898","GCF_002310475.1_02113","GCF_010669245.1_00613","GCF_012219705.1_01272","GCF_012219925.1_01273","GCF_012220065.1_01222","GCF_012220405.1_01029"
"msmE","","Multiple sugar-binding protein","6","6","1","1","2598","","","","1244","1244","1244","GCF_002310475.1_02142","GCF_010669245.1_00643","GCF_012219705.1_01301","GCF_012219925.1_01241","GCF_012220065.1_01251","GCF_012220405.1_01239"
"agaA_2","","Alpha-galactosidase AgaA","6","6","1","1","2588","","","","2207","2207","2207","GCF_002310475.1_02152","GCF_010669245.1_00653","GCF_012219705.1_01311","GCF_012219925.1_01231","GCF_012220065.1_01261","GCF_012220405.1_01249"
"melR","","HTH-type transcriptional repressor MelR","6","6","1","1","2587","","","","1037","1037","1037","GCF_002310475.1_02153","GCF_010669245.1_00654","GCF_012219705.1_01312","GCF_012219925.1_01230","GCF_012220065.1_01262","GCF_012220405.1_01250"
"group_852","","hypothetical protein","6","6","1","1","1923","","","","494","773","726","GCF_002310475.1_02192","GCF_010669245.1_00685","GCF_012219705.1_01351","GCF_012219925.1_01139","GCF_012220065.1_01301","GCF_012220405.1_01286"
"group_862","","Sucrose phosphorylase","6","6","1","1","2601","","","","1445","1466","1448","GCF_002310475.1_02139","GCF_010669245.1_00640","GCF_012219705.1_01298","GCF_012219925.1_01246","GCF_012220065.1_01248","GCF_012220405.1_01236"
"queH","","Epoxyqueuosine reductase QueH","6","6","1","1","3910","","","","731","740","738","GCF_002310475.1_00214","GCF_010669245.1_00887","GCF_012219705.1_01514","GCF_012219925.1_01653","GCF_012220065.1_01466","GCF_012220405.1_01451"
"fabD","","Malonyl CoA-acyl carrier protein transacylase","6","6","1","1","3758","","","","923","926","924","GCF_002310475.1_00333","GCF_010669245.1_01013","GCF_012219705.1_01689","GCF_012219925.1_01792","GCF_012220065.1_01589","GCF_012220405.1_01570"
"group_898","","hypothetical protein","6","6","1","1","4154","","","","278","746","586","GCF_002310475.1_00981","GCF_010669245.1_01862","GCF_012219705.1_02370","GCF_012219925.1_02510","GCF_012220065.1_02237","GCF_012220405.1_02235"
"group_93","celA_1","Endoglucanase A","6","6","1","1","1867","","","","377","1109","836","GCF_002310475.1_01605","GCF_010669245.1_01182","GCF_012219705.1_00619","GCF_012219925.1_00768","GCF_012220065.1_00592","GCF_012220405.1_00525"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","5","5","1","1","1721","71","1","","494","494","494","GCF_002310475.1_00088","GCF_010669245.1_00749","GCF_012219705.1_01415","GCF_012219925.1_01069","GCF_012220065.1_01363",""
"group_1036","","hypothetical protein","5","5","1","1","4046","107","1","","128","128","128","GCF_002310475.1_00124","GCF_010669245.1_00787","GCF_012219705.1_01455","","GCF_012220065.1_01407","GCF_012220405.1_01391"
"tcyA","","L-cystine-binding protein TcyA","5","5","1","1","4091","38","3","","860","860","860","GCF_002310475.1_00163","","GCF_012219705.1_01494","GCF_012219925.1_01626","GCF_012220065.1_01446","GCF_012220405.1_01431"
"sorC_3","","Sorbitol operon regulator","5","5","1","1","3892","16","5","","977","977","977","GCF_002310475.1_00221","","GCF_012219705.1_01576","GCF_012219925.1_01668","GCF_012220065.1_01475","GCF_012220405.1_01458"
"fsaA","","Fructose-6-phosphate aldolase 1","5","5","1","1","3890","16","3","","680","680","680","GCF_002310475.1_00222","","GCF_012219705.1_01577","GCF_012219925.1_01669","GCF_012220065.1_01476","GCF_012220405.1_01459"
"cutC_2","","Choline trimethylamine-lyase","5","5","1","1","3889","16","2","","2444","2444","2444","GCF_002310475.1_00223","","GCF_012219705.1_01578","GCF_012219925.1_01670","GCF_012220065.1_01477","GCF_012220405.1_01460"
"group_1066","","hypothetical protein","5","5","1","1","3888","16","1","","254","254","254","GCF_002310475.1_00224","","GCF_012219705.1_01579","GCF_012219925.1_01671","GCF_012220065.1_01478","GCF_012220405.1_01461"
"gatC_2","","PTS system galactitol-specific EIIC component","5","5","1","1","3877","24","1","","1358","1358","1358","GCF_002310475.1_00231","","GCF_012219705.1_01586","GCF_012219925.1_01678","GCF_012220065.1_01485","GCF_012220405.1_01468"
"group_1068","","hypothetical protein","5","5","1","1","3876","24","2","","449","449","449","GCF_002310475.1_00232","","GCF_012219705.1_01587","GCF_012219925.1_01679","GCF_012220065.1_01486","GCF_012220405.1_01469"
"gatB_2","","PTS system galactitol-specific EIIB component","5","5","1","1","3875","24","4","","284","284","284","GCF_002310475.1_00233","","GCF_012219705.1_01588","GCF_012219925.1_01680","GCF_012220065.1_01487","GCF_012220405.1_01470"
"licR","","putative licABCH operon regulator","5","5","1","1","3874","24","3","","1925","1925","1925","GCF_002310475.1_00234","","GCF_012219705.1_01589","GCF_012219925.1_01681","GCF_012220065.1_01488","GCF_012220405.1_01471"
"group_1072","","hypothetical protein","5","5","1","1","3732","31","3","","275","275","275","GCF_002310475.1_00357","GCF_010669245.1_01042","GCF_012219705.1_01712","","GCF_012220065.1_01612","GCF_012220405.1_01593"
"group_1083","","hypothetical protein","5","5","1","1","3671","105","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","230","230","230","GCF_002310475.1_00409","GCF_010669245.1_01082","GCF_012219705.1_01750","GCF_012219925.1_01875","GCF_012220065.1_01649",""
"group_1085","","hypothetical protein","5","5","1","1","3644","1","990","","347","347","347","GCF_002310475.1_00427","GCF_010669245.1_01102","GCF_012219705.1_01768","","GCF_012220065.1_01667","GCF_012220405.1_01648"
"arsA","","Arsenical pump-driving ATPase","5","5","1","1","3642","1","992","","1715","1715","1715","GCF_002310475.1_00429","GCF_010669245.1_01104","GCF_012219705.1_01770","","GCF_012220065.1_01669","GCF_012220405.1_01650"
"cdr_3","","Coenzyme A disulfide reductase","5","5","1","1","3641","1","993","","1661","1661","1661","GCF_002310475.1_00430","GCF_010669245.1_01105","GCF_012219705.1_01771","","GCF_012220065.1_01670","GCF_012220405.1_01651"
"yteP","","putative multiple-sugar transport system permease YteP","5","5","1","1","623","4","13","","974","974","974","GCF_002310475.1_00453","","GCF_012219705.1_01803","GCF_012219925.1_02000","GCF_012220065.1_01699","GCF_012220405.1_01683"
"group_1123","","Putative phosphatase","5","5","1","1","780","3","56","","815","815","815","GCF_002310475.1_00905","GCF_010669245.1_01939","GCF_012219705.1_02295","","GCF_012220065.1_02162","GCF_012220405.1_02134"
"manZ_4","","PTS system mannose-specific EIID component","5","5","1","1","779","3","55","","824","824","824","GCF_002310475.1_00906","GCF_010669245.1_01938","GCF_012219705.1_02296","","GCF_012220065.1_02163","GCF_012220405.1_02135"
"sorA","","PTS system sorbose-specific EIIC component","5","5","1","1","778","3","54","","794","794","794","GCF_002310475.1_00907","GCF_010669245.1_01937","GCF_012219705.1_02297","","GCF_012220065.1_02164","GCF_012220405.1_02136"
"levE","","PTS system fructose-specific EIIB component","5","5","1","1","1309","3","53","","491","491","491","GCF_002310475.1_00908","GCF_010669245.1_01936","GCF_012219705.1_02298","","GCF_012220065.1_02165","GCF_012220405.1_02137"
"levD","","PTS system fructose-specific EIIA component","5","5","1","1","1310","3","52","","443","443","443","GCF_002310475.1_00909","GCF_010669245.1_01935","GCF_012219705.1_02299","","GCF_012220065.1_02166","GCF_012220405.1_02138"
"dgaR","","Transcriptional regulatory protein DagR","5","5","1","1","1311","3","51","","2798","2798","2798","GCF_002310475.1_00910","GCF_010669245.1_01934","GCF_012219705.1_02300","","GCF_012220065.1_02167","GCF_012220405.1_02139"
"betI","","HTH-type transcriptional regulator BetI","5","5","1","1","653","1","841","","638","638","638","GCF_002310475.1_01131","GCF_010669245.1_00141","GCF_012219705.1_00137","GCF_012219925.1_02478","","GCF_012220405.1_00092"
"group_1168","","hypothetical protein","5","5","1","1","408","8","7","","197","197","197","GCF_002310475.1_01217","GCF_010669245.1_01579","GCF_012219705.1_00240","GCF_012219925.1_00399","GCF_012220065.1_00182",""
"group_1195","","hypothetical protein","5","5","1","1","308","20","5","","623","623","623","GCF_002310475.1_01254","GCF_010669245.1_01543","GCF_012219705.1_00269","GCF_012219925.1_00439","GCF_012220065.1_00212",""
"group_1202","","Acetyltransferase","5","5","1","1","1403","39","2","","443","443","443","GCF_002310475.1_01317","GCF_010669245.1_01474","GCF_012219705.1_00329","","GCF_012220065.1_00276","GCF_012220405.1_00276"
"group_1203","","hypothetical protein","5","5","1","1","1402","39","1","","389","389","389","GCF_002310475.1_01318","GCF_010669245.1_01473","GCF_012219705.1_00330","","GCF_012220065.1_00277","GCF_012220405.1_00277"
"group_1204","","hypothetical protein","5","5","1","1","3199","14","5","","440","440","440","GCF_002310475.1_01460","GCF_010669245.1_01313","GCF_012219705.1_00534","GCF_012219925.1_00672","GCF_012220065.1_00450",""
